crop,region,rainfall_mm,avg_temp_c,N_kg_ha,P_kg_ha,K_kg_ha,soil_ph,area_acres,yield_quintal_per_acre
Wheat,Maharashtra,525.4,12.8,106.0,60.3,50.9,6.4,3.52,18.28
Rice,Bihar,734.5,27.4,96.0,29.3,22.3,6.37,3.73,16.12
Maize,Uttar Pradesh,754.0,24.6,165.9,32.6,38.0,5.4,0.85,19.1
Wheat,Uttar Pradesh,633.0,28.8,128.4,75.3,49.5,6.56,7.04,17.18
Rice,Punjab,1634.2,20.4,181.9,86.9,59.7,6.22,5.47,15.22
Wheat,Madhya Pradesh,745.8,29.5,174.8,64.7,63.3,7.97,0.52,11.92
Wheat,Bihar,201.7,29.0,78.1,23.0,42.7,5.81,4.86,11.14
Maize,Uttar Pradesh,504.6,22.5,60.9,83.3,28.3,5.59,3.86,17.38
Wheat,Punjab,356.1,12.3,150.3,49.5,40.0,6.58,4.6,18.29
Maize,Punjab,495.8,33.4,80.5,82.1,33.2,7.21,4.89,16.37
Wheat,Maharashtra,755.2,25.3,56.7,67.3,47.9,7.47,3.5,16.68
Maize,Uttar Pradesh,875.3,18.8,97.1,42.1,48.9,5.74,9.24,15.28
Wheat,Maharashtra,598.5,26.9,89.7,37.2,51.0,7.58,9.57,16.53
Wheat,Punjab,213.4,14.3,85.0,30.5,32.6,8.0,2.99,12.39
Maize,West Bengal,299.3,20.4,114.1,60.1,14.3,7.5,9.09,15.52
Maize,Bihar,868.6,25.2,171.7,88.6,43.1,4.81,7.64,13.82
Maize,West Bengal,673.0,22.9,45.2,89.7,36.0,5.65,6.26,17.87
Wheat,Uttar Pradesh,722.2,10.9,71.7,23.8,59.8,5.12,5.18,10.34
Maize,West Bengal,445.6,30.8,111.3,69.1,41.6,4.7,0.94,20.04
Rice,Maharashtra,1256.3,27.7,111.4,57.1,32.4,5.78,8.12,25.24
Rice,Maharashtra,2030.3,42.3,141.5,24.9,44.3,7.12,9.5,15.41
Maize,West Bengal,817.5,15.7,88.6,25.3,55.9,5.03,1.23,16.06
Maize,Uttar Pradesh,640.5,29.8,160.0,24.3,33.9,7.68,6.1,13.96
Maize,Maharashtra,1063.1,26.1,154.2,58.8,51.5,6.02,5.62,16.69
Wheat,Uttar Pradesh,449.9,16.5,40.8,80.7,38.1,7.37,9.61,16.36
Wheat,Uttar Pradesh,670.4,23.0,68.9,66.4,31.0,6.16,4.49,15.43
Maize,Uttar Pradesh,1033.2,17.9,53.9,37.9,61.6,5.34,7.98,10.89
Rice,West Bengal,1579.0,35.2,136.9,25.3,36.8,5.69,1.32,20.63
Rice,Maharashtra,1488.1,36.9,164.9,82.2,50.8,7.04,2.2,16.7
Maize,West Bengal,428.5,24.1,69.0,57.9,21.5,5.12,8.51,15.24
Rice,Maharashtra,1166.5,37.8,92.2,64.9,40.1,7.13,2.15,21.76
Wheat,Bihar,477.1,15.4,167.9,67.6,35.3,5.96,4.12,17.02
Wheat,West Bengal,280.0,25.9,59.1,46.5,40.3,5.26,1.99,12.99
Rice,Bihar,2018.5,21.5,138.2,55.9,41.1,6.42,5.14,20.22
Maize,Uttar Pradesh,804.0,22.2,96.4,38.1,14.0,6.07,8.39,19.02
Maize,Maharashtra,747.7,24.6,88.8,50.8,54.7,5.83,1.26,18.64
Wheat,West Bengal,227.4,25.1,180.2,46.5,59.0,6.39,9.73,14.58
Rice,Bihar,1828.4,19.3,42.6,21.8,40.1,6.68,1.71,12.94
Rice,Maharashtra,1993.5,25.1,98.5,73.9,31.5,5.58,9.95,18.83
Maize,Bihar,412.7,31.1,134.3,95.6,56.6,5.07,9.62,13.29
Rice,Punjab,1753.4,35.2,56.4,83.6,22.2,5.1,9.06,14.85
Maize,Punjab,557.9,20.8,103.6,59.6,39.9,6.08,5.4,23.15
Maize,Madhya Pradesh,280.0,32.2,115.0,53.0,34.3,5.56,2.05,15.95
Rice,Maharashtra,1662.2,21.5,76.5,75.0,41.3,4.71,0.52,16.19
Maize,West Bengal,218.0,24.7,157.7,67.6,32.4,6.1,1.27,15.8
Rice,West Bengal,486.1,29.3,64.4,28.7,43.9,5.93,7.56,16.44
Maize,Bihar,370.7,30.6,110.2,32.4,32.3,7.45,8.43,16.06
Rice,West Bengal,1063.8,30.2,150.7,40.8,55.0,5.49,8.16,19.23
Rice,Bihar,736.3,37.9,162.2,37.5,48.1,5.0,3.11,13.2
Wheat,Madhya Pradesh,352.1,22.3,95.5,34.3,14.2,6.11,5.4,16.92
Maize,West Bengal,408.5,23.8,96.8,101.7,54.4,4.91,2.01,16.23
Rice,Bihar,734.5,38.1,140.1,88.8,63.2,5.35,7.78,15.47
Rice,Madhya Pradesh,703.4,22.7,162.0,84.8,24.8,5.84,7.47,14.02
Maize,Uttar Pradesh,1114.4,27.5,73.2,78.2,56.3,6.61,5.08,15.28
Maize,Bihar,553.7,28.1,41.4,65.9,48.6,6.96,4.79,17.13
Maize,West Bengal,1031.3,30.8,113.2,81.3,34.0,7.02,2.12,15.82
Maize,Madhya Pradesh,1033.6,20.8,40.5,85.4,29.3,4.74,4.84,11.96
Rice,West Bengal,759.0,37.0,135.1,60.1,58.0,6.62,6.85,19.16
Wheat,Madhya Pradesh,386.3,20.6,40.5,81.0,29.6,5.95,9.98,15.82
Maize,West Bengal,705.5,30.1,101.8,28.5,58.4,6.27,8.18,16.6
Maize,Punjab,267.5,32.5,61.0,102.3,56.2,5.04,1.47,10.62
Wheat,Bihar,831.2,15.3,114.0,80.3,33.2,5.29,3.27,15.05
Wheat,Madhya Pradesh,325.6,24.1,95.9,31.2,55.2,6.46,9.19,16.73
Maize,Madhya Pradesh,628.8,29.3,127.4,52.0,27.5,5.03,4.42,16.03
Rice,Punjab,1033.9,32.0,179.4,28.5,52.6,5.5,1.61,19.15
Rice,Madhya Pradesh,1188.2,43.1,45.6,90.1,57.3,6.97,2.92,14.81
Maize,Maharashtra,294.2,33.1,130.6,29.3,36.6,5.35,5.16,13.82
Maize,Punjab,694.1,19.9,43.3,41.2,55.0,5.52,0.63,17.64
Rice,Bihar,987.4,38.6,164.9,53.6,63.5,6.04,3.07,19.93
Maize,Bihar,785.9,27.6,145.0,52.0,46.0,5.93,4.21,19.94
Maize,Bihar,963.7,22.4,147.8,67.4,44.8,5.16,3.85,15.73
Maize,Madhya Pradesh,760.9,22.3,104.4,96.9,42.8,4.98,5.48,16.71
Rice,Madhya Pradesh,486.0,25.3,180.3,67.0,35.4,5.23,7.58,17.85
Maize,Madhya Pradesh,388.0,25.2,155.2,39.0,14.2,5.05,4.88,13.84
Wheat,West Bengal,425.0,15.9,93.0,45.5,45.0,7.44,8.69,16.43
Rice,Maharashtra,1065.5,38.4,151.3,46.7,45.8,5.24,6.01,20.13
Wheat,Bihar,313.3,28.3,155.4,57.5,57.2,7.21,1.84,12.44
Maize,Madhya Pradesh,397.2,15.4,145.9,34.0,43.7,5.09,1.13,14.88
Maize,West Bengal,882.0,16.3,132.1,45.3,52.2,6.25,2.2,16.57
Maize,West Bengal,739.1,19.5,76.9,103.3,61.2,5.09,2.44,15.88
Wheat,Maharashtra,467.7,17.7,81.0,60.3,31.8,6.13,0.66,16.61
Maize,Punjab,531.2,21.5,137.2,39.0,63.9,4.86,9.75,19.09
Maize,Maharashtra,617.4,32.0,46.1,32.6,39.0,6.05,4.66,16.18
Wheat,Bihar,176.0,26.2,72.3,79.1,60.1,5.63,7.23,11.87
Rice,Bihar,1598.2,35.7,93.2,44.4,14.3,7.11,6.26,18.39
Rice,West Bengal,631.2,31.9,103.4,56.4,25.0,7.0,6.57,15.99
Wheat,West Bengal,231.7,30.1,150.1,27.6,40.5,5.21,6.09,12.06
Maize,Madhya Pradesh,939.1,24.0,83.9,62.3,58.5,6.89,2.15,17.83
Maize,Madhya Pradesh,409.7,15.0,120.6,40.2,46.1,5.37,4.57,16.48
Rice,Madhya Pradesh,551.0,32.7,89.4,37.3,25.2,7.02,1.63,13.05
Rice,Uttar Pradesh,1213.2,31.0,165.9,78.1,26.2,4.71,6.48,17.39
Maize,Madhya Pradesh,270.0,33.3,146.0,99.9,31.3,6.29,3.56,13.02
Maize,Madhya Pradesh,580.3,23.1,57.5,61.6,63.0,5.02,5.9,17.6
Wheat,Maharashtra,547.9,30.4,100.2,50.2,37.5,5.98,2.04,18.12
Wheat,Bihar,464.1,27.5,120.2,50.4,50.7,6.54,1.72,19.17
Wheat,West Bengal,524.5,12.5,50.1,68.1,29.1,7.21,3.3,16.66
Wheat,Punjab,566.7,15.4,167.7,33.6,21.9,5.14,2.23,12.86
Rice,West Bengal,1148.5,29.8,146.3,88.4,33.4,5.54,6.3,21.63
Maize,Uttar Pradesh,801.1,28.5,119.4,25.1,15.1,7.34,2.27,18.02
Wheat,Punjab,525.6,26.3,126.8,49.5,48.7,6.91,5.35,21.4
Wheat,Bihar,909.5,23.5,110.6,85.2,56.4,5.45,3.38,15.67
Maize,Madhya Pradesh,918.4,28.7,162.9,36.6,44.7,7.04,5.4,14.16
Rice,Uttar Pradesh,875.4,18.3,127.2,46.5,47.2,4.94,0.63,20.4
Wheat,Bihar,484.8,17.2,116.4,20.2,33.4,6.61,8.13,19.0
Maize,Maharashtra,532.7,28.7,150.4,87.2,51.7,5.38,3.25,18.87
Rice,Uttar Pradesh,740.4,29.5,160.7,76.9,22.3,6.34,8.64,14.59
Wheat,Madhya Pradesh,506.5,18.9,91.1,30.3,31.0,7.87,1.47,18.05
Maize,Uttar Pradesh,709.6,29.1,125.1,98.0,58.3,5.47,8.9,16.31
Rice,Bihar,913.0,41.2,46.4,86.4,56.7,4.97,1.07,15.7
Wheat,West Bengal,337.4,29.0,104.3,70.2,56.2,5.97,1.63,15.76
Rice,Bihar,924.4,41.9,53.4,90.6,53.3,4.91,6.73,14.64
Wheat,Maharashtra,210.6,16.9,154.9,67.3,26.2,7.37,7.22,15.02
Maize,Madhya Pradesh,965.6,20.3,176.2,50.0,60.4,7.33,8.71,12.12
Wheat,Maharashtra,781.8,19.0,179.9,80.9,28.3,6.27,3.12,12.21
Rice,Punjab,1070.3,38.9,121.8,80.0,23.9,5.13,4.68,19.74
Wheat,Maharashtra,517.1,16.3,96.8,58.8,46.7,8.06,3.66,16.82
Wheat,Bihar,233.6,18.2,128.7,75.4,25.1,7.2,6.64,14.52
Maize,Punjab,292.7,20.4,54.6,93.7,32.5,5.79,7.7,14.51
Wheat,West Bengal,537.5,20.1,128.0,35.3,35.8,8.06,2.76,15.32
Maize,West Bengal,480.1,25.5,145.6,78.2,64.4,5.51,0.5,20.27
Wheat,Maharashtra,841.5,23.5,46.9,66.8,32.4,8.03,9.39,15.57
Maize,Uttar Pradesh,1029.4,21.9,78.8,77.7,49.9,6.13,3.24,14.97
Rice,Punjab,1209.9,22.2,109.3,27.3,58.5,6.06,4.34,20.02
Maize,West Bengal,486.5,21.5,85.0,91.5,42.6,7.6,1.3,16.18
Wheat,Madhya Pradesh,356.2,12.6,144.5,27.5,44.9,6.98,7.96,15.65
Rice,Bihar,1651.3,43.0,165.5,54.4,55.5,4.85,5.94,14.66
Rice,Madhya Pradesh,1788.6,24.7,118.0,59.0,44.7,4.81,2.1,19.51
Rice,Uttar Pradesh,997.7,37.1,153.8,82.2,26.4,5.98,2.62,19.49
Rice,Punjab,561.6,33.7,64.3,60.1,43.2,5.83,5.47,18.17
Wheat,Uttar Pradesh,237.3,30.6,74.5,88.6,48.7,6.05,4.15,11.6
Maize,Bihar,213.7,32.0,48.8,84.2,29.0,5.43,2.21,12.32
Maize,Uttar Pradesh,577.8,29.0,118.8,87.8,51.9,7.65,8.2,17.61
Rice,West Bengal,2050.9,24.3,111.6,81.0,36.9,5.37,8.63,18.57
Rice,Uttar Pradesh,1512.6,28.5,142.0,23.7,42.3,5.03,6.98,20.37
Wheat,Punjab,624.3,28.4,49.4,48.2,61.9,6.68,2.6,16.18
Wheat,Bihar,612.2,13.3,118.1,39.1,49.5,5.19,4.96,15.43
Maize,Punjab,432.8,15.0,112.3,53.9,48.6,6.54,2.09,16.75
Rice,Punjab,1169.2,28.4,67.0,83.8,26.9,6.42,1.14,19.75
Maize,Bihar,724.6,20.7,134.2,35.2,40.8,5.03,4.73,18.99
Wheat,Bihar,906.0,12.5,162.7,47.4,14.9,6.71,3.15,12.96
Maize,Madhya Pradesh,362.0,25.8,91.5,99.4,27.0,7.2,9.02,15.79
Rice,Madhya Pradesh,859.9,18.7,131.1,60.3,31.2,5.04,9.6,17.99
Maize,Maharashtra,581.5,31.4,102.2,44.2,40.7,5.24,6.03,16.43
Wheat,West Bengal,732.7,17.4,94.4,81.5,63.6,7.55,2.56,13.86
Maize,Uttar Pradesh,915.6,31.1,42.4,62.2,27.2,5.5,3.06,14.06
Wheat,Bihar,241.9,24.8,59.8,30.4,25.7,7.47,2.4,12.04
Rice,Uttar Pradesh,2077.4,19.8,178.4,34.5,45.8,5.71,4.15,14.42
Wheat,Madhya Pradesh,866.1,22.8,176.5,44.9,14.1,7.56,8.36,12.82
Rice,Punjab,487.7,43.0,139.9,40.2,24.4,5.41,8.82,16.21
Maize,Uttar Pradesh,865.9,22.0,140.1,53.3,19.0,5.61,0.57,20.52
Rice,Bihar,1448.9,19.4,65.3,27.2,53.0,6.74,2.27,17.95
Wheat,Maharashtra,258.0,14.7,82.7,86.5,30.6,5.16,1.85,12.14
Wheat,Punjab,630.0,19.6,52.4,89.8,26.5,6.71,6.84,13.69
Wheat,Punjab,686.3,12.6,92.1,59.2,52.5,6.81,7.89,16.86
Rice,Uttar Pradesh,1836.1,27.1,85.5,56.2,36.2,6.37,1.8,18.16
Maize,West Bengal,952.8,28.1,52.6,35.8,37.1,5.58,8.74,12.55
Maize,West Bengal,911.3,25.8,168.0,71.2,33.0,5.27,8.22,15.43
Wheat,West Bengal,425.0,18.9,137.3,46.7,33.1,5.3,4.46,18.52
Maize,Maharashtra,1090.0,17.6,90.5,82.8,43.2,5.99,7.17,13.6
Wheat,West Bengal,689.9,20.8,175.6,70.7,44.3,5.76,2.82,16.09
Wheat,Bihar,528.6,28.7,136.6,90.5,54.0,7.13,5.85,15.8
Wheat,Bihar,845.8,22.6,70.9,39.7,36.9,6.12,0.7,13.88
Wheat,Uttar Pradesh,676.1,14.1,130.4,50.4,37.0,5.67,7.58,18.34
Wheat,Punjab,449.8,28.5,164.8,78.8,53.7,7.6,3.32,15.73
Maize,West Bengal,1085.4,19.3,41.6,92.0,62.7,6.74,4.37,12.72
Wheat,Punjab,282.2,24.3,126.0,77.5,36.9,5.98,8.45,15.84
Wheat,Uttar Pradesh,646.8,24.8,114.7,63.4,36.1,7.5,0.9,20.7
Wheat,Madhya Pradesh,236.0,22.7,149.4,59.9,29.5,7.37,4.76,15.02
Rice,Uttar Pradesh,988.1,36.6,116.8,57.6,24.0,6.38,4.22,21.83
Rice,Maharashtra,1008.3,37.9,138.7,67.3,56.3,5.36,3.73,23.85
Rice,Bihar,1280.4,26.3,62.3,20.8,26.6,6.94,8.07,16.94
Wheat,Uttar Pradesh,366.1,16.6,125.2,29.6,26.3,6.1,4.77,16.43
Wheat,Punjab,583.2,28.3,163.5,77.0,55.7,7.87,1.58,12.85
Rice,Maharashtra,1080.5,36.8,63.2,60.2,48.3,5.55,8.4,21.37
Maize,West Bengal,1064.0,24.7,145.5,68.4,53.6,6.99,7.7,16.82
Wheat,Punjab,476.6,13.5,94.9,81.8,30.9,5.3,9.61,15.87
Rice,Uttar Pradesh,997.5,42.2,76.2,40.0,46.4,4.68,7.41,16.68
Wheat,Punjab,720.9,21.5,82.8,64.7,33.8,7.58,0.53,16.71
Rice,Maharashtra,1724.5,19.8,67.1,52.3,61.4,6.07,4.18,13.32
Wheat,Uttar Pradesh,290.5,13.6,56.5,66.4,21.0,5.37,4.13,11.03
Rice,Uttar Pradesh,776.6,26.0,43.3,30.9,42.7,6.29,6.66,17.29
Rice,Madhya Pradesh,1125.3,22.6,132.4,61.5,21.9,6.87,4.0,20.82
Maize,West Bengal,620.7,21.6,113.3,51.0,32.4,5.27,3.78,19.12
Wheat,Maharashtra,573.6,24.5,132.7,73.2,24.5,5.45,6.86,16.13
Wheat,Bihar,322.7,13.7,167.6,20.1,51.8,5.37,6.37,12.18
Wheat,Uttar Pradesh,578.4,18.0,94.1,37.4,28.0,6.53,2.86,15.86
Maize,Punjab,1051.1,23.6,116.7,28.2,55.2,6.47,5.05,15.45
Wheat,Punjab,331.3,13.4,109.2,56.3,53.4,7.34,9.16,15.97
Wheat,Uttar Pradesh,395.3,26.1,146.8,37.0,45.7,7.23,3.11,16.99
Wheat,Uttar Pradesh,875.3,23.3,84.4,86.8,49.7,5.94,9.11,15.47
Rice,Maharashtra,1716.5,33.0,55.7,25.6,52.3,5.4,8.95,16.41
Wheat,Punjab,489.0,29.2,163.4,44.4,49.5,7.18,7.83,15.92
Rice,Bihar,1216.9,29.1,59.5,20.3,23.8,5.26,8.1,17.99
Maize,Maharashtra,533.6,30.7,84.7,101.2,15.2,6.55,1.57,16.57
Wheat,Uttar Pradesh,582.6,22.3,161.9,50.2,59.6,6.27,3.62,16.84
Wheat,Maharashtra,478.3,12.6,56.8,74.2,58.0,6.54,1.07,16.18
Wheat,Uttar Pradesh,241.3,30.9,111.0,44.3,59.6,8.02,5.22,11.54
Wheat,Uttar Pradesh,414.0,29.3,124.1,22.6,57.9,7.5,6.6,12.23
Maize,West Bengal,544.6,33.2,173.8,98.2,45.0,6.54,9.32,15.09
Rice,Punjab,1111.3,29.9,72.0,60.6,42.9,6.41,6.66,22.48
Maize,Maharashtra,403.0,28.3,74.6,26.5,17.8,4.82,3.16,12.49
Maize,Uttar Pradesh,257.5,20.6,131.9,96.2,16.1,4.73,6.13,14.93
Maize,Punjab,289.9,19.5,42.1,103.4,46.7,6.62,5.43,13.84
Wheat,Punjab,379.6,26.2,174.7,60.8,38.8,7.46,1.42,16.15
Maize,Maharashtra,644.5,17.0,118.0,97.3,14.2,7.32,5.62,16.18
Wheat,Madhya Pradesh,595.4,11.1,46.7,25.4,51.7,5.82,2.25,14.33
Wheat,Maharashtra,465.3,12.2,177.3,36.2,39.2,5.46,6.65,14.51
Wheat,West Bengal,311.2,18.2,132.5,54.8,57.1,7.95,5.08,17.63
Wheat,Punjab,326.1,23.4,174.6,57.6,63.8,6.08,5.86,15.05
Wheat,Madhya Pradesh,232.8,14.1,160.3,69.7,29.1,5.93,1.26,13.93
Wheat,Uttar Pradesh,258.1,22.4,61.0,85.9,54.7,5.84,3.33,12.56
Rice,Maharashtra,1075.5,17.6,103.4,20.4,17.8,5.74,1.28,20.42
Rice,West Bengal,1893.3,39.5,163.7,30.8,20.0,6.96,2.15,12.16
Maize,West Bengal,911.8,16.4,169.6,96.8,31.9,7.08,2.63,11.44
Rice,West Bengal,956.8,33.6,166.4,62.8,49.4,5.58,2.02,19.81
Rice,West Bengal,982.3,34.4,72.2,59.8,27.0,6.09,2.13,19.63
Rice,Madhya Pradesh,956.1,20.4,179.3,32.5,23.8,5.04,5.92,13.69
Rice,Punjab,2048.7,43.3,80.9,72.1,52.2,5.53,1.68,15.03
Maize,Punjab,898.5,21.1,166.9,90.4,28.1,5.45,4.28,14.58
Wheat,Punjab,274.9,16.4,129.3,33.1,29.5,6.57,2.67,16.85
Wheat,Uttar Pradesh,620.1,29.3,107.7,44.5,40.1,5.71,6.44,17.06
Rice,Maharashtra,1886.8,25.5,74.6,81.6,26.6,5.7,4.0,14.65
Rice,Maharashtra,1043.2,22.7,55.9,75.7,42.3,5.44,6.28,21.33
Wheat,Madhya Pradesh,893.3,30.0,160.1,84.7,33.5,5.82,2.24,12.15
Wheat,West Bengal,611.9,16.2,106.8,51.4,52.2,6.66,4.5,20.56
Rice,Punjab,1440.2,41.2,120.5,33.8,31.6,6.14,5.31,20.45
Wheat,Punjab,871.7,12.5,130.1,24.3,17.9,6.98,5.74,14.12
Wheat,Uttar Pradesh,781.4,14.4,173.0,61.2,45.2,6.73,5.77,14.25
Maize,Maharashtra,729.2,15.0,133.1,73.0,45.2,5.53,1.43,19.31
Maize,Uttar Pradesh,886.7,23.7,165.8,94.3,21.9,5.34,4.4,15.62
Wheat,Uttar Pradesh,733.9,27.5,140.4,81.3,32.9,7.27,3.01,14.39
Rice,Punjab,410.4,18.0,150.4,31.5,44.5,6.36,3.15,14.27
Wheat,Punjab,749.6,11.7,152.9,55.6,42.6,6.88,1.03,14.66
Wheat,Uttar Pradesh,692.6,19.3,176.4,83.6,51.7,7.52,4.52,15.12
Wheat,Punjab,305.4,31.1,69.0,20.7,62.2,6.45,4.29,10.68
Maize,Bihar,844.1,16.9,71.1,69.1,49.0,5.15,4.84,16.39
Wheat,Punjab,666.3,13.0,105.0,80.1,17.6,8.22,6.02,14.8
Maize,Punjab,876.5,27.9,116.4,55.0,59.4,7.35,6.23,17.2
Wheat,Uttar Pradesh,460.4,24.7,61.1,56.9,21.1,7.08,8.39,16.34
Maize,Bihar,936.0,16.4,51.7,52.5,45.1,4.7,5.39,12.35
Rice,Madhya Pradesh,1889.9,25.6,68.4,26.0,40.1,5.79,7.64,14.6
Rice,Punjab,1336.6,19.0,145.3,79.6,60.9,4.93,9.43,18.95
Rice,Madhya Pradesh,1788.2,37.6,149.5,83.1,18.3,6.4,9.7,16.37
Rice,Madhya Pradesh,1963.1,39.5,164.8,64.7,46.4,6.18,4.63,17.01
Wheat,Bihar,610.3,30.8,94.8,66.1,21.8,7.12,2.9,15.09
Rice,West Bengal,983.3,39.6,113.7,44.6,56.8,6.54,3.33,21.99
Maize,Maharashtra,360.9,19.1,44.9,96.1,49.5,6.08,5.83,13.72
Wheat,Maharashtra,850.1,12.1,52.9,57.5,38.0,7.11,2.68,12.6
Maize,Madhya Pradesh,641.8,17.9,104.4,89.7,64.4,7.58,9.64,16.26
Maize,Bihar,277.4,17.1,74.7,53.8,40.9,6.63,2.04,13.75
Wheat,Maharashtra,164.2,22.5,40.9,85.8,27.6,7.84,0.62,11.18
Rice,Punjab,1444.8,17.8,126.3,72.2,53.2,4.82,3.38,19.37
Rice,Madhya Pradesh,1808.0,25.8,60.6,90.8,15.5,6.15,6.68,14.83
Wheat,Maharashtra,361.5,22.3,120.8,36.3,52.3,5.38,6.42,16.28
Wheat,West Bengal,570.8,16.9,139.1,79.2,54.1,8.18,6.55,17.75
Wheat,Punjab,501.0,19.4,144.3,31.9,46.2,6.07,4.13,18.31
Rice,Madhya Pradesh,1942.6,20.0,141.1,71.7,60.7,5.96,3.56,16.67
Wheat,Maharashtra,662.1,21.2,177.3,55.6,56.8,5.93,8.16,14.43
Maize,Uttar Pradesh,1021.7,27.6,172.4,99.3,40.1,7.26,7.5,11.53
Wheat,West Bengal,312.2,29.4,121.3,52.5,52.1,7.94,3.0,13.76
Maize,West Bengal,304.3,16.1,63.0,88.6,50.9,6.61,6.59,11.85
Maize,Punjab,918.1,21.3,105.3,103.4,30.1,6.11,6.53,17.96
Wheat,Uttar Pradesh,163.0,24.8,71.4,84.0,56.8,7.95,7.7,12.41
Rice,Madhya Pradesh,854.1,39.3,60.5,65.9,64.2,6.38,1.25,16.92
Wheat,Punjab,383.3,31.2,72.8,84.8,60.8,6.43,3.39,12.63
Rice,Uttar Pradesh,1346.8,23.0,144.4,68.4,32.5,4.79,0.57,19.89
Maize,Bihar,640.5,33.2,72.7,66.1,19.9,5.59,8.58,17.81
Rice,Madhya Pradesh,594.2,25.4,101.2,41.2,52.9,5.28,1.31,18.47
Maize,Madhya Pradesh,460.8,17.6,176.4,101.2,48.9,7.48,2.04,15.28
Rice,Punjab,1720.5,22.7,169.3,66.6,15.8,4.69,0.99,12.93
Maize,Uttar Pradesh,804.8,32.8,148.5,80.8,25.3,7.19,4.2,15.75
Rice,Madhya Pradesh,614.9,27.9,94.9,39.9,34.5,6.2,3.46,21.92
Wheat,Maharashtra,422.8,14.6,99.7,45.0,64.5,6.56,6.95,18.33
Rice,Bihar,1504.3,20.0,144.3,49.8,44.0,4.74,7.11,20.61
Rice,Uttar Pradesh,940.3,23.9,40.8,58.0,19.9,5.39,6.59,18.53
Wheat,Punjab,816.5,11.6,173.7,43.2,51.7,6.14,9.56,12.69
Wheat,Maharashtra,696.0,23.2,165.0,80.7,26.3,5.16,8.62,11.78
Maize,Madhya Pradesh,231.6,19.7,56.9,31.8,62.2,7.11,3.96,12.47
Maize,Madhya Pradesh,1119.3,33.0,44.1,82.0,27.3,5.71,2.78,13.24
Maize,Madhya Pradesh,665.4,22.4,139.0,67.5,58.8,4.83,0.75,16.47
Maize,West Bengal,876.9,26.7,50.6,42.9,18.8,7.64,1.71,13.13
Wheat,Bihar,395.8,10.5,168.0,61.0,51.4,5.58,4.34,15.08
Maize,Punjab,1047.3,24.6,65.8,61.8,51.2,6.16,3.48,15.36
Wheat,Bihar,268.8,18.5,80.0,37.3,15.3,6.88,4.31,11.83
Wheat,Bihar,632.7,17.6,136.9,75.1,56.3,5.66,2.23,16.06
Maize,Bihar,606.9,22.0,117.5,80.2,29.8,5.26,8.31,21.71
Maize,Maharashtra,871.6,25.6,53.0,100.2,37.3,7.38,6.73,15.13
Wheat,Bihar,235.8,22.5,77.7,79.8,48.8,5.11,5.87,12.27
Wheat,Bihar,311.7,13.5,61.9,52.3,58.8,6.51,6.85,14.76
Wheat,West Bengal,595.7,17.1,65.9,32.0,23.1,6.14,3.17,12.97
Maize,Bihar,788.6,23.4,167.1,34.8,16.6,6.17,5.56,15.82
Wheat,Madhya Pradesh,661.9,25.8,109.5,44.2,22.5,6.01,7.76,17.87
Wheat,Punjab,772.3,27.0,134.8,89.8,36.5,7.44,7.14,15.49
Rice,Maharashtra,1645.0,24.5,133.9,82.0,45.1,5.2,0.97,19.49
Maize,Bihar,535.6,28.4,85.4,91.1,28.3,6.69,4.44,16.71
Maize,Uttar Pradesh,278.8,25.9,89.0,73.9,42.3,5.33,4.89,16.24
Maize,Uttar Pradesh,964.4,22.7,96.4,39.6,63.8,5.62,3.76,14.83
Maize,Bihar,797.7,16.4,126.0,84.1,24.1,5.99,5.65,18.52
Rice,Bihar,1934.2,39.3,129.6,64.0,46.6,6.38,0.66,21.21
Wheat,West Bengal,702.2,23.2,63.2,72.7,41.1,5.45,9.52,12.77
Wheat,Punjab,380.6,15.7,101.0,76.9,54.6,5.21,3.37,17.29
Maize,Maharashtra,838.5,20.8,164.8,35.5,27.0,7.68,9.62,14.54
Rice,Maharashtra,986.1,27.8,118.5,36.5,25.3,5.62,6.88,22.45
Wheat,Bihar,752.8,21.1,42.2,54.3,16.8,7.7,1.58,13.79
Wheat,Uttar Pradesh,689.1,20.0,85.9,71.6,32.8,5.64,3.55,17.11
Wheat,West Bengal,424.4,19.6,142.0,36.1,40.8,5.76,0.53,18.87
Maize,Uttar Pradesh,730.1,33.1,97.7,51.9,28.8,6.13,3.57,16.32
Wheat,Madhya Pradesh,452.4,26.7,69.3,55.7,20.0,6.44,5.44,16.7
Wheat,Uttar Pradesh,432.7,26.2,171.1,88.9,62.3,6.85,5.17,15.73
Rice,Punjab,1506.4,20.9,172.1,55.9,55.8,6.29,7.25,21.61
Wheat,West Bengal,785.5,19.3,114.9,60.0,42.7,5.77,6.19,16.41
Wheat,Madhya Pradesh,861.3,22.3,142.2,28.1,46.5,6.26,4.78,16.94
Rice,Uttar Pradesh,2098.1,18.2,40.0,44.9,32.7,6.86,9.17,13.41
Maize,Uttar Pradesh,930.9,23.4,67.0,56.5,53.2,5.0,5.82,14.18
Wheat,Bihar,774.7,15.4,86.7,63.3,43.8,6.39,0.54,15.38
Rice,West Bengal,1800.2,20.1,49.0,73.9,41.4,5.7,9.09,13.96
Wheat,Uttar Pradesh,422.3,25.3,122.3,31.4,49.0,7.57,1.13,19.07
Maize,Uttar Pradesh,804.0,28.0,156.2,82.7,40.7,7.01,0.84,19.95
